iter	Logloss	Accuracy
883	0.3161077046	0.8863892013
884	0.3158856847	0.8863892013
885	0.3157191584	0.8863892013
886	0.3155519079	0.8863892013
887	0.3154268883	0.8863892013
888	0.315405122	0.8863892013
889	0.3153985944	0.8863892013
890	0.3151919313	0.885264342
891	0.3148823212	0.8841394826
892	0.3146880864	0.8841394826
893	0.3146178011	0.8841394826
894	0.3145880376	0.8841394826
895	0.3144061974	0.8841394826
896	0.3143678888	0.8841394826
897	0.3142359576	0.8841394826
898	0.3139962261	0.8841394826
899	0.3138386411	0.8841394826
900	0.3137304808	0.8841394826
901	0.3134789099	0.8841394826
902	0.3134287259	0.8841394826
903	0.3130802603	0.8841394826
904	0.3130312	0.8841394826
905	0.3128019943	0.8841394826
906	0.3127902518	0.8841394826
907	0.3127780958	0.8841394826
908	0.3125890169	0.8841394826
909	0.3123219986	0.8841394826
910	0.3119890404	0.8841394826
911	0.311920255	0.8841394826
912	0.3117943775	0.8841394826
913	0.3116536442	0.8841394826
914	0.3114388672	0.8841394826
915	0.3114059563	0.8841394826
916	0.3112976346	0.8841394826
917	0.3112649097	0.8841394826
918	0.3111241829	0.885264342
919	0.3110712244	0.885264342
920	0.3108974685	0.885264342
921	0.3108263591	0.885264342
922	0.3108094671	0.885264342
923	0.3107603435	0.885264342
924	0.3106146276	0.8863892013
925	0.310578712	0.8863892013
926	0.3105350271	0.8863892013
927	0.3105180963	0.8863892013
928	0.3104998304	0.8863892013
929	0.3103921011	0.8863892013
930	0.3103754471	0.8863892013
931	0.3101054873	0.8863892013
932	0.3099639875	0.8863892013
933	0.3099624787	0.8863892013
934	0.3097054481	0.8863892013
935	0.3095856724	0.8863892013
936	0.3095202256	0.885264342
937	0.3094880158	0.885264342
938	0.3094573964	0.885264342
939	0.3094182836	0.8863892013
940	0.3094052158	0.8863892013
941	0.3093787947	0.8863892013
942	0.3092755142	0.8863892013
943	0.3092176891	0.8863892013
944	0.3091973567	0.8863892013
945	0.3091874023	0.8863892013
946	0.3091352716	0.8875140607
947	0.3091286035	0.8875140607
948	0.3089807775	0.8875140607
949	0.30893779	0.8875140607
950	0.3087750583	0.8875140607
951	0.3086775719	0.8875140607
952	0.3086320884	0.8875140607
953	0.3085663443	0.8875140607
954	0.308421422	0.8875140607
955	0.30830697	0.8875140607
956	0.308204242	0.8875140607
957	0.3080763182	0.8875140607
958	0.3079870048	0.8875140607
959	0.3079343673	0.8875140607
960	0.3079303011	0.8875140607
961	0.3078519473	0.8875140607
962	0.3077660735	0.8886389201
963	0.3076334247	0.8886389201
964	0.3075953459	0.8886389201
965	0.30753905	0.8886389201
966	0.3075020537	0.8886389201
967	0.3073708671	0.8886389201
968	0.3071151541	0.8886389201
969	0.3069218538	0.8886389201
970	0.3068166111	0.8886389201
971	0.3067895822	0.8886389201
972	0.3066718372	0.8886389201
973	0.3065687839	0.8886389201
974	0.3063045162	0.8886389201
975	0.3061075093	0.8886389201
976	0.3060718855	0.8875140607
977	0.3060363874	0.8875140607
978	0.3060254949	0.8875140607
979	0.3058088461	0.8875140607
980	0.3057573188	0.8875140607
981	0.3056237815	0.8875140607
982	0.3053000986	0.8875140607
983	0.3052966842	0.8875140607
984	0.3050968683	0.8875140607
985	0.3048844396	0.8875140607
986	0.3048663054	0.8875140607
987	0.3047501799	0.8875140607
988	0.3047467676	0.8875140607
989	0.3046893709	0.8875140607
990	0.3046662415	0.8875140607
991	0.30457991	0.8875140607
992	0.3045382475	0.8875140607
993	0.304524674	0.8875140607
994	0.3045111283	0.8875140607
995	0.3043537946	0.8875140607
996	0.3041653214	0.8875140607
997	0.3041019695	0.8875140607
998	0.3040087078	0.8875140607
999	0.3038790527	0.8886389201
