iter	Logloss	Accuracy
70	0.4632314957	0.8200224972
71	0.4623902911	0.8188976378
72	0.4619050825	0.8188976378
73	0.46105813	0.8200224972
74	0.4605002777	0.8211473566
75	0.4600924709	0.822272216
76	0.4588721225	0.8211473566
77	0.458312186	0.8211473566
78	0.4579001774	0.8188976378
79	0.4568398025	0.8211473566
80	0.4555836697	0.8200224972
81	0.4544737619	0.822272216
82	0.4537622799	0.822272216
83	0.4534174197	0.8200224972
84	0.4528828418	0.8233970754
85	0.4526530939	0.8245219348
86	0.4521517981	0.8245219348
87	0.4518715201	0.8256467942
88	0.4516422723	0.8267716535
89	0.451410294	0.8267716535
90	0.4508011374	0.8267716535
91	0.4499452021	0.8245219348
92	0.4493308392	0.8267716535
93	0.4489531817	0.8267716535
94	0.4482143632	0.8245219348
95	0.4474579782	0.8267716535
96	0.4468197098	0.8267716535
97	0.4466849699	0.8267716535
98	0.4464194812	0.8267716535
99	0.4462991386	0.8278965129
100	0.4449211427	0.8267716535
101	0.4446586588	0.8267716535
102	0.4438546254	0.8267716535
103	0.4433554435	0.8267716535
104	0.4431182614	0.8278965129
105	0.442895618	0.8278965129
106	0.4425611675	0.8256467942
107	0.4423763757	0.8256467942
108	0.4416145467	0.8245219348
109	0.4409157492	0.8256467942
110	0.4407784298	0.8267716535
111	0.4404830528	0.8256467942
112	0.4401652086	0.8267716535
113	0.4397478891	0.8267716535
114	0.4393713911	0.8267716535
115	0.438594236	0.8256467942
116	0.4383834728	0.8256467942
117	0.4381036093	0.8267716535
118	0.4374897366	0.8256467942
119	0.4359303734	0.8256467942
120	0.4356259907	0.8278965129
121	0.4355235333	0.8256467942
122	0.4351264569	0.8256467942
123	0.4347475211	0.8267716535
124	0.4343312427	0.8267716535
125	0.4341805909	0.8267716535
126	0.4338986483	0.8267716535
127	0.4336746305	0.8267716535
128	0.4330530782	0.8267716535
129	0.4328257736	0.8267716535
130	0.4320032166	0.8267716535
131	0.4311455645	0.8267716535
132	0.4310793992	0.8267716535
133	0.430401681	0.8278965129
134	0.4302701127	0.8278965129
135	0.4301724719	0.8267716535
136	0.4297652557	0.8267716535
137	0.4294694437	0.8267716535
138	0.4290062137	0.8267716535
139	0.4289814421	0.8267716535
140	0.4287297159	0.8267716535
141	0.4282544154	0.8267716535
142	0.4281419348	0.8267716535
143	0.428058527	0.8267716535
144	0.4280511031	0.8267716535
145	0.4277076166	0.8267716535
146	0.4273158807	0.8267716535
147	0.4272184007	0.8267716535
148	0.4266521639	0.8267716535
149	0.4265158466	0.8256467942
150	0.4261866307	0.8256467942
151	0.4256435802	0.8256467942
152	0.4252219173	0.8256467942
153	0.4251074511	0.8256467942
154	0.4248112519	0.8267716535
155	0.4245486709	0.8256467942
156	0.4241773446	0.8256467942
157	0.4236945052	0.8256467942
158	0.4230439865	0.8267716535
159	0.4229477143	0.8267716535
160	0.4229291516	0.8267716535
161	0.4226778137	0.8267716535
162	0.4220295371	0.8278965129
163	0.421914891	0.8278965129
164	0.4218361114	0.8278965129
165	0.4217430837	0.8278965129
166	0.4216528933	0.8278965129
167	0.421636692	0.8278965129
168	0.4215369054	0.8278965129
169	0.4214578629	0.8278965129
170	0.4212180443	0.8267716535
171	0.4209840468	0.8278965129
172	0.4204444183	0.8278965129
173	0.4201258949	0.8278965129
174	0.4200246095	0.8278965129
175	0.4195921121	0.8267716535
176	0.4194426042	0.8267716535
177	0.4189077361	0.8267716535
178	0.4185836774	0.8267716535
179	0.4185107098	0.8267716535
180	0.4184220648	0.8267716535
181	0.4183898296	0.8267716535
182	0.4180296572	0.8267716535
183	0.4177486155	0.8267716535
184	0.4176779768	0.8267716535
185	0.4174837418	0.8267716535
186	0.4174206224	0.8267716535
187	0.4172932097	0.8267716535
188	0.4172866184	0.8267716535
189	0.4172577035	0.8267716535
190	0.4170017348	0.8278965129
191	0.4167485101	0.8267716535
192	0.4163639423	0.8267716535
193	0.4161602178	0.8267716535
194	0.4161349061	0.8267716535
195	0.4161131184	0.8267716535
196	0.4156553087	0.8278965129
197	0.4156400616	0.8278965129
198	0.4156189732	0.8278965129
199	0.4151568313	0.8267716535
200	0.4148615243	0.8278965129
201	0.4147203485	0.8290213723
202	0.4146970211	0.8290213723
203	0.4145820559	0.8290213723
204	0.4144445951	0.8290213723
205	0.4144278678	0.8290213723
206	0.4143516177	0.8290213723
207	0.4142521557	0.8290213723
208	0.4140969349	0.8290213723
209	0.4131047786	0.8301462317
210	0.4130581244	0.8301462317
211	0.4129792553	0.8301462317
212	0.4129605193	0.8301462317
213	0.4128342192	0.8301462317
214	0.4126623255	0.8301462317
215	0.4123652765	0.8301462317
216	0.4119291117	0.8301462317
217	0.4116141298	0.8301462317
218	0.4114390408	0.8290213723
219	0.4114306853	0.8290213723
220	0.4113823832	0.8290213723
221	0.4110648757	0.8290213723
222	0.411006274	0.8290213723
223	0.4109199492	0.8278965129
224	0.4108696517	0.8267716535
225	0.4106277792	0.8267716535
226	0.4104640132	0.8278965129
227	0.4103938994	0.8278965129
228	0.4100295431	0.8301462317
229	0.4099035472	0.8301462317
230	0.40984173	0.8290213723
231	0.4095647878	0.8278965129
232	0.4091494687	0.8301462317
233	0.4091484249	0.8301462317
234	0.4088048395	0.8278965129
235	0.408689391	0.8301462317
236	0.4085463492	0.8312710911
237	0.4079082708	0.8301462317
238	0.4078485189	0.8301462317
239	0.4078115186	0.8301462317
240	0.4076928619	0.8301462317
241	0.4076600878	0.8301462317
242	0.4076137266	0.8290213723
243	0.4073462333	0.8290213723
244	0.407137305	0.8290213723
245	0.4071369761	0.8290213723
246	0.4070785387	0.8290213723
247	0.4067316655	0.8278965129
248	0.4065425428	0.8267716535
249	0.4063290763	0.8267716535
250	0.4057991976	0.8290213723
251	0.4056314513	0.8312710911
252	0.4056137284	0.8312710911
253	0.4054250211	0.8290213723
254	0.4051022954	0.8290213723
255	0.4050236777	0.8290213723
256	0.4047372576	0.8290213723
257	0.4046931645	0.8301462317
258	0.4043106042	0.8290213723
259	0.4042965166	0.8290213723
260	0.4041000569	0.8290213723
261	0.4037435318	0.8312710911
262	0.4035478217	0.8312710911
263	0.4033631323	0.8312710911
264	0.4028673114	0.8312710911
265	0.4026464869	0.8312710911
266	0.4024395415	0.8312710911
267	0.4023370772	0.8312710911
268	0.4022883352	0.8312710911
269	0.4022638587	0.8312710911
270	0.4019615096	0.8312710911
271	0.4018572928	0.8323959505
272	0.4018478818	0.8312710911
273	0.4018328611	0.8323959505
274	0.4016806085	0.8323959505
275	0.4016354875	0.8323959505
276	0.4015874961	0.8323959505
277	0.4015798418	0.8323959505
278	0.4015781847	0.8323959505
279	0.4015573746	0.8312710911
280	0.4013060534	0.8323959505
281	0.4011626914	0.8323959505
282	0.4009268063	0.8335208099
283	0.4009001496	0.8335208099
284	0.4005053601	0.8335208099
285	0.4002501665	0.8335208099
286	0.4002298432	0.8323959505
287	0.3997888297	0.8335208099
288	0.3997816751	0.8335208099
289	0.3997422006	0.8335208099
290	0.3997418795	0.8335208099
291	0.3996955522	0.8335208099
292	0.3996108031	0.8335208099
293	0.3995738444	0.8335208099
294	0.3993257345	0.8335208099
295	0.3989778561	0.8335208099
296	0.3989647929	0.8335208099
297	0.3985561364	0.8346456693
298	0.398502141	0.8346456693
299	0.3984570239	0.8346456693
300	0.3982061493	0.8346456693
301	0.3980469522	0.8335208099
302	0.3977936328	0.8323959505
303	0.3977914063	0.8323959505
304	0.3975310391	0.8346456693
305	0.3975309325	0.8346456693
306	0.3974429287	0.8346456693
307	0.3974429283	0.8346456693
308	0.3974133124	0.8346456693
309	0.3970749841	0.8335208099
310	0.39706807	0.8335208099
311	0.3970605151	0.8335208099
312	0.3970191547	0.8335208099
313	0.397013605	0.8335208099
314	0.3969273989	0.8335208099
315	0.3968370646	0.8346456693
316	0.3966738259	0.8346456693
317	0.3964565039	0.8346456693
318	0.3964168796	0.8346456693
319	0.3962806244	0.8346456693
320	0.3961058307	0.8335208099
321	0.3960694873	0.8335208099
322	0.3958080091	0.8335208099
323	0.3956897524	0.8346456693
324	0.3956015523	0.8346456693
325	0.3955744318	0.8346456693
326	0.3954776476	0.8346456693
327	0.395476544	0.8346456693
328	0.3952247598	0.8346456693
329	0.3951376365	0.8346456693
330	0.3950073711	0.8335208099
331	0.3947545055	0.8335208099
332	0.3946949025	0.8335208099
333	0.394672305	0.8335208099
334	0.3943712182	0.8346456693
335	0.3940771853	0.8346456693
336	0.394054235	0.8323959505
337	0.3940034315	0.8323959505
338	0.3940033329	0.8323959505
339	0.3939841806	0.8323959505
340	0.3938155599	0.8335208099
341	0.3938109169	0.8335208099
342	0.3937399028	0.8335208099
343	0.3937112716	0.8335208099
344	0.3936654669	0.8335208099
345	0.3936503321	0.8335208099
346	0.3935721648	0.8335208099
347	0.3934937273	0.8335208099
348	0.3934823177	0.8335208099
349	0.3932293748	0.8335208099
350	0.393125548	0.8335208099
351	0.3929970713	0.8335208099
352	0.3929953462	0.8335208099
353	0.3929124632	0.8335208099
354	0.3929124584	0.8335208099
355	0.3925183631	0.8346456693
356	0.3922042133	0.8346456693
357	0.3921912746	0.8346456693
358	0.3916768393	0.8346456693
359	0.3916240638	0.8346456693
360	0.3914143828	0.8346456693
361	0.3914141254	0.8346456693
362	0.3914029074	0.8346456693
363	0.3914015502	0.8346456693
364	0.3913999438	0.8346456693
365	0.391349281	0.8357705287
366	0.3912925498	0.8346456693
367	0.3911750204	0.8346456693
368	0.3910836124	0.8357705287
369	0.3909437835	0.8346456693
370	0.3907819747	0.8346456693
371	0.3907710639	0.8346456693
372	0.3907463163	0.8346456693
373	0.3907294576	0.8346456693
374	0.3907226525	0.8346456693
375	0.3904998352	0.8380202475
376	0.3904864069	0.8380202475
377	0.3904435336	0.8380202475
378	0.3904089953	0.8380202475
379	0.3900355006	0.8402699663
380	0.3898379796	0.8402699663
381	0.3896289141	0.8391451069
382	0.3896148029	0.8391451069
383	0.3896117281	0.8391451069
384	0.389356401	0.8391451069
385	0.3892282498	0.8391451069
386	0.3892267056	0.8391451069
387	0.3890122228	0.8391451069
388	0.3890069649	0.8391451069
389	0.388924147	0.8391451069
390	0.3888254389	0.8391451069
391	0.3888073993	0.8391451069
392	0.3888073866	0.8391451069
393	0.3886256581	0.8413948256
394	0.3886049943	0.8413948256
395	0.3886019921	0.8413948256
396	0.3882729412	0.8413948256
397	0.3882729279	0.8413948256
398	0.3882139197	0.8413948256
399	0.3881610219	0.8413948256
400	0.3878386618	0.8413948256
401	0.3875966779	0.8413948256
402	0.3868174072	0.8413948256
403	0.3866978948	0.8413948256
404	0.3864412446	0.842519685
405	0.3863890489	0.8436445444
406	0.3859484392	0.842519685
407	0.3859473119	0.842519685
408	0.3859392036	0.842519685
409	0.3859308464	0.842519685
410	0.3857742633	0.8436445444
411	0.3855186206	0.8436445444
412	0.3852613704	0.842519685
413	0.3851007321	0.8402699663
414	0.3850927382	0.8402699663
415	0.3849404603	0.8402699663
416	0.3847870845	0.8402699663
417	0.3846790448	0.8402699663
418	0.384588382	0.8402699663
419	0.3844523375	0.8402699663
420	0.3844269039	0.8402699663
421	0.384049672	0.842519685
422	0.3838152848	0.8413948256
423	0.3835223423	0.842519685
424	0.3835213397	0.842519685
425	0.3834225732	0.842519685
426	0.3834209993	0.842519685
427	0.3834199196	0.842519685
428	0.3832903806	0.842519685
429	0.3832439513	0.842519685
430	0.3831297144	0.842519685
431	0.3830975152	0.842519685
432	0.3830868805	0.842519685
433	0.3827794836	0.842519685
434	0.3826957147	0.8436445444
435	0.3826415827	0.8436445444
436	0.3826415494	0.8436445444
437	0.3826407116	0.8436445444
438	0.3826205586	0.8436445444
439	0.3825406927	0.8436445444
440	0.3825024279	0.8436445444
441	0.3824202649	0.8436445444
442	0.3823891302	0.8436445444
443	0.3822740466	0.8436445444
444	0.3820714643	0.8436445444
445	0.3820489406	0.8436445444
446	0.3820351574	0.8436445444
447	0.3820350655	0.8436445444
448	0.3820044777	0.8436445444
449	0.3818887461	0.8447694038
450	0.3818879285	0.8447694038
451	0.3818164248	0.8447694038
452	0.381774818	0.8447694038
453	0.3816489021	0.8447694038
454	0.3816479077	0.8447694038
455	0.3816385328	0.8447694038
456	0.3816235817	0.8447694038
457	0.3815950414	0.8447694038
458	0.3813368529	0.8447694038
459	0.3809884553	0.8436445444
460	0.3806398305	0.8447694038
461	0.380437692	0.8447694038
462	0.3803162906	0.8458942632
463	0.3801954078	0.8447694038
464	0.3801664999	0.8458942632
465	0.3801511067	0.8458942632
466	0.3801310516	0.8458942632
467	0.3801302178	0.8458942632
468	0.3799425835	0.8458942632
469	0.3798708115	0.8458942632
470	0.3797493742	0.8458942632
471	0.3795478611	0.8458942632
472	0.3795299879	0.8458942632
473	0.3794789523	0.8458942632
474	0.3792095217	0.8447694038
475	0.3789765424	0.8458942632
476	0.3789763144	0.8458942632
477	0.3787282311	0.8470191226
478	0.378318535	0.8470191226
479	0.377997974	0.8470191226
480	0.3778385205	0.848143982
481	0.3777262005	0.8492688414
482	0.3775509431	0.8503937008
483	0.3775145071	0.8503937008
484	0.3774885352	0.8503937008
485	0.3774848274	0.8503937008
486	0.3773028976	0.8503937008
487	0.3772207133	0.8503937008
488	0.3770794731	0.8503937008
489	0.3770794435	0.8503937008
490	0.376890957	0.8503937008
491	0.3767967622	0.8503937008
492	0.3767525164	0.8503937008
493	0.3767524871	0.8503937008
494	0.3766609021	0.8503937008
495	0.3765550869	0.8503937008
496	0.3764555054	0.8503937008
497	0.3762965602	0.8503937008
498	0.3760611907	0.8503937008
499	0.3759522145	0.8503937008
500	0.3757987202	0.8515185602
501	0.3756954698	0.8503937008
502	0.3755053704	0.8515185602
503	0.375405388	0.8515185602
504	0.3753354317	0.8526434196
505	0.3752413622	0.8526434196
506	0.375228129	0.8526434196
507	0.3750424352	0.8526434196
508	0.3746131966	0.8548931384
509	0.3744108584	0.8548931384
510	0.3742470864	0.8548931384
511	0.3737829064	0.853768279
512	0.3735827329	0.853768279
513	0.3735664425	0.853768279
514	0.3735143659	0.853768279
515	0.3732016269	0.853768279
516	0.3730673104	0.853768279
517	0.3726108867	0.853768279
518	0.3724807599	0.853768279
519	0.3721504653	0.853768279
520	0.3719523063	0.853768279
521	0.3719182968	0.853768279
522	0.371801733	0.8548931384
523	0.3717525539	0.8548931384
524	0.3713958647	0.8548931384
525	0.3710989961	0.8548931384
526	0.3710872243	0.8548931384
527	0.3710866901	0.8548931384
528	0.3710778718	0.8548931384
529	0.3709553304	0.8548931384
530	0.3708297964	0.8548931384
531	0.3704266821	0.853768279
532	0.3698043499	0.8571428571
533	0.3692689556	0.8571428571
534	0.3691707187	0.8571428571
535	0.3689680667	0.8571428571
536	0.3687377595	0.8571428571
537	0.3686828621	0.8571428571
538	0.3684590152	0.8571428571
539	0.3683158457	0.8571428571
540	0.3680516094	0.8582677165
541	0.3677153054	0.8582677165
542	0.3675341546	0.8582677165
543	0.3673774109	0.8582677165
544	0.367345106	0.8582677165
545	0.3671810967	0.8582677165
546	0.367171663	0.8571428571
547	0.3671159618	0.8571428571
548	0.3668453458	0.8582677165
549	0.3663937899	0.8571428571
550	0.3662011805	0.8571428571
551	0.3660376687	0.8571428571
552	0.3659734703	0.8571428571
553	0.3658571546	0.8571428571
554	0.365743187	0.8571428571
555	0.3653412551	0.8560179978
556	0.3653410637	0.8560179978
557	0.364981678	0.8560179978
558	0.3649015368	0.8560179978
559	0.3648246097	0.8571428571
560	0.3645257552	0.8571428571
561	0.3643704008	0.8571428571
562	0.3642158634	0.8571428571
563	0.3639743219	0.8560179978
564	0.3639714187	0.8560179978
565	0.3638648063	0.8560179978
566	0.3637626389	0.8560179978
567	0.3637563806	0.8560179978
568	0.3636893928	0.8560179978
569	0.3633814165	0.8571428571
570	0.3630377439	0.8571428571
571	0.3630347215	0.8571428571
572	0.3629990416	0.8571428571
573	0.3628693584	0.8582677165
574	0.3628668229	0.8582677165
575	0.3627473204	0.8582677165
576	0.3627387369	0.8582677165
577	0.3625642169	0.8582677165
578	0.3623994163	0.8582677165
579	0.3620106764	0.8582677165
580	0.3618549676	0.8582677165
581	0.3616185054	0.8582677165
582	0.3615493842	0.8582677165
583	0.3614884178	0.8582677165
584	0.3611926076	0.8582677165
585	0.3611689756	0.8582677165
586	0.3611155304	0.8582677165
587	0.3609655743	0.8582677165
588	0.3607533729	0.8582677165
589	0.3603667046	0.8582677165
590	0.3601432972	0.8582677165
591	0.3597611323	0.8582677165
592	0.3592948945	0.8605174353
593	0.3589816969	0.8593925759
594	0.358654962	0.8593925759
595	0.3582926741	0.8605174353
596	0.3582062059	0.8627671541
597	0.3580536547	0.8593925759
598	0.3579955874	0.8605174353
599	0.3579065965	0.8605174353
600	0.3577381113	0.8627671541
601	0.3576449295	0.8627671541
602	0.3574787936	0.8627671541
603	0.3572663782	0.8627671541
604	0.3569847661	0.8650168729
605	0.3567545236	0.8638920135
606	0.3566783819	0.8638920135
607	0.3566359652	0.8638920135
608	0.3564261065	0.8638920135
609	0.356123277	0.8638920135
610	0.3557951008	0.8638920135
611	0.3554410299	0.8638920135
612	0.3551807554	0.8638920135
613	0.3549186488	0.8638920135
614	0.3548259224	0.8638920135
615	0.3547012761	0.8638920135
616	0.3545796512	0.8638920135
617	0.3545174558	0.8638920135
618	0.3542862982	0.8638920135
619	0.3540279324	0.8638920135
620	0.3537514429	0.8638920135
621	0.3536800835	0.8638920135
622	0.3535177074	0.8638920135
623	0.3533891214	0.8627671541
624	0.3533112051	0.8627671541
625	0.3529635691	0.8627671541
626	0.3529451103	0.8627671541
627	0.3528733173	0.8627671541
628	0.3525971298	0.8638920135
629	0.3525663491	0.8638920135
630	0.3523992811	0.8638920135
631	0.3523747112	0.8638920135
632	0.3519826912	0.8638920135
633	0.3517457696	0.8638920135
634	0.3514311872	0.8650168729
635	0.3514307068	0.8650168729
636	0.3514248262	0.8650168729
637	0.3512054072	0.8650168729
638	0.3511940993	0.8650168729
639	0.3510931704	0.8650168729
640	0.3509836948	0.8638920135
641	0.3506413554	0.8627671541
642	0.3503087248	0.8638920135
643	0.3502226904	0.8638920135
644	0.35013931	0.8638920135
645	0.3496027129	0.8638920135
646	0.3493472602	0.8650168729
647	0.3491073881	0.8672665917
648	0.3490414118	0.8683914511
649	0.3489706945	0.8672665917
650	0.348772475	0.8672665917
651	0.3486200571	0.8672665917
652	0.3485689605	0.8661417323
653	0.3483278004	0.8661417323
654	0.3482685931	0.8661417323
655	0.3481684644	0.8661417323
656	0.3480478484	0.8672665917
657	0.3478780248	0.8683914511
658	0.3476451321	0.8683914511
659	0.3476228864	0.8683914511
660	0.3475055236	0.8683914511
661	0.3472656604	0.8683914511
662	0.3471838288	0.8683914511
663	0.3469457554	0.8695163105
664	0.3469354309	0.8695163105
665	0.3469098888	0.8695163105
666	0.3466892752	0.8695163105
667	0.3466051867	0.8695163105
668	0.3465732678	0.8695163105
669	0.3464410381	0.8695163105
670	0.3461854651	0.8695163105
671	0.3459461088	0.8695163105
672	0.345946052	0.8695163105
673	0.3457395362	0.8695163105
674	0.345496914	0.8695163105
675	0.3453524445	0.8695163105
676	0.3452545414	0.8695163105
677	0.345182919	0.8695163105
678	0.3451116267	0.8695163105
679	0.3450984975	0.8695163105
680	0.3450804254	0.8695163105
681	0.3449536263	0.8695163105
682	0.3448432967	0.8695163105
683	0.3447226018	0.8695163105
684	0.3445632544	0.8695163105
685	0.3445317321	0.8695163105
686	0.3444449419	0.8695163105
687	0.3444010883	0.8695163105
688	0.3442011585	0.8695163105
689	0.3440370801	0.8683914511
690	0.3437255259	0.8695163105
691	0.3435742111	0.8695163105
692	0.343434109	0.8695163105
693	0.3430041146	0.8695163105
694	0.3429545104	0.8695163105
695	0.3429110586	0.8695163105
696	0.3428343278	0.8695163105
697	0.3427528843	0.8695163105
698	0.3426159067	0.8683914511
699	0.3423987671	0.8683914511
700	0.3422614161	0.8683914511
701	0.342226382	0.8683914511
702	0.3421897339	0.8683914511
703	0.3420925873	0.8683914511
704	0.3419291481	0.8683914511
705	0.3418783351	0.8683914511
706	0.3417364069	0.8683914511
707	0.3416971765	0.8683914511
708	0.3415433558	0.8683914511
709	0.3414438994	0.8683914511
710	0.3413783793	0.8683914511
711	0.3412586005	0.8683914511
712	0.3412138913	0.8683914511
713	0.3411228216	0.8695163105
714	0.340738708	0.8695163105
715	0.3405597273	0.8695163105
716	0.3404073088	0.8695163105
717	0.3403588744	0.8695163105
718	0.340111249	0.8695163105
719	0.3399741061	0.8695163105
720	0.3398689602	0.8695163105
721	0.3398514991	0.8695163105
722	0.3397867494	0.8695163105
723	0.339741003	0.8695163105
724	0.3396862647	0.8695163105
725	0.339545133	0.8695163105
726	0.3395419738	0.8695163105
727	0.3391298084	0.8706411699
728	0.3390731943	0.8706411699
729	0.3388974309	0.8706411699
730	0.3387880726	0.8695163105
731	0.3386966878	0.8695163105
732	0.3385229138	0.8695163105
733	0.3384468063	0.8695163105
734	0.3379852413	0.8717660292
735	0.3378977018	0.8717660292
736	0.337865655	0.8717660292
737	0.337728677	0.8717660292
738	0.3374506322	0.8717660292
739	0.3373379741	0.8717660292
740	0.3372357118	0.8717660292
741	0.3370027416	0.8717660292
742	0.3367584949	0.8728908886
743	0.3363039922	0.8728908886
744	0.3361324754	0.8728908886
745	0.3360948615	0.8728908886
746	0.3358836328	0.8728908886
747	0.3357019631	0.8728908886
748	0.3355824075	0.8728908886
749	0.3354837036	0.8728908886
750	0.3352982843	0.8728908886
751	0.3352340009	0.8728908886
752	0.3351505335	0.8728908886
753	0.3349547102	0.8728908886
754	0.334797144	0.8728908886
755	0.3346303863	0.874015748
756	0.334293988	0.8728908886
757	0.3340828121	0.8728908886
758	0.3339117657	0.8728908886
759	0.3338859505	0.8728908886
760	0.3338553604	0.8728908886
761	0.3336682155	0.874015748
762	0.3334864537	0.8751406074
763	0.3331963284	0.8751406074
764	0.3331782147	0.8751406074
765	0.333123326	0.8751406074
766	0.3330688745	0.8751406074
767	0.3327591458	0.8751406074
768	0.332691713	0.8751406074
769	0.3323349568	0.8751406074
770	0.332287171	0.8751406074
771	0.3321454971	0.8751406074
772	0.3318937608	0.8762654668
773	0.3317934995	0.8762654668
774	0.3316784226	0.8762654668
775	0.3311468083	0.8762654668
776	0.3310651589	0.8773903262
777	0.3309083403	0.8773903262
778	0.3305457678	0.8773903262
779	0.3304772533	0.8773903262
780	0.3304267882	0.8773903262
781	0.33014165	0.8785151856
782	0.3298063367	0.8785151856
783	0.3296538512	0.8785151856
784	0.3295225839	0.8785151856
785	0.3294308414	0.8785151856
786	0.3292640492	0.8785151856
787	0.3291935676	0.8785151856
788	0.3291214586	0.8785151856
789	0.3290641317	0.8785151856
790	0.3287914402	0.8785151856
791	0.3287033306	0.8785151856
792	0.3286688992	0.8785151856
793	0.3284798143	0.879640045
794	0.3284037167	0.879640045
795	0.3281854114	0.879640045
796	0.328048416	0.879640045
797	0.3278709268	0.8785151856
798	0.3278139806	0.8785151856
799	0.3276836222	0.8785151856
800	0.3275582221	0.8785151856
801	0.3274078035	0.8785151856
802	0.3272691569	0.8785151856
803	0.3268109232	0.8785151856
804	0.3267630738	0.8785151856
805	0.3266717014	0.8785151856
806	0.3266526323	0.8785151856
807	0.3265252397	0.8785151856
808	0.3261897567	0.8785151856
809	0.3261424675	0.8785151856
810	0.3258884106	0.8785151856
811	0.3252534642	0.879640045
812	0.3250673724	0.879640045
813	0.3247956456	0.879640045
814	0.3246897792	0.879640045
815	0.3246685478	0.879640045
816	0.3244467031	0.879640045
817	0.3244309408	0.879640045
818	0.324334592	0.879640045
819	0.3242549358	0.879640045
820	0.3239772665	0.879640045
821	0.3237337538	0.879640045
822	0.3235185878	0.8785151856
823	0.3234841773	0.8785151856
824	0.3234393913	0.8785151856
825	0.3233525575	0.8785151856
826	0.3232353538	0.879640045
827	0.3231810421	0.879640045
828	0.3229730954	0.879640045
829	0.3225532418	0.879640045
830	0.3224566995	0.879640045
831	0.3224217522	0.879640045
832	0.3221554751	0.8807649044
833	0.3218511324	0.879640045
834	0.3216977888	0.879640045
835	0.321528313	0.879640045
836	0.3213825022	0.879640045
837	0.3212131506	0.879640045
838	0.3211146424	0.879640045
839	0.3208860537	0.879640045
840	0.3206590638	0.8807649044
841	0.3206450608	0.8807649044
842	0.3205140438	0.8807649044
843	0.3202809556	0.8807649044
844	0.320272621	0.8807649044
845	0.3202483196	0.8807649044
846	0.3201821537	0.8818897638
847	0.3201455663	0.8818897638
848	0.3200707522	0.8818897638
849	0.3199855968	0.8830146232
850	0.3198812905	0.8841394826
851	0.319710496	0.8830146232
852	0.319689552	0.8830146232
853	0.3195558704	0.8841394826
854	0.3194039079	0.8830146232
855	0.3191074211	0.885264342
856	0.3190351643	0.885264342
857	0.3189790461	0.885264342
858	0.3187748999	0.885264342
859	0.3186566408	0.885264342
860	0.3185894623	0.885264342
861	0.3185815342	0.885264342
862	0.3182541695	0.885264342
863	0.3181927034	0.885264342
864	0.3181449406	0.885264342
865	0.3180553149	0.885264342
866	0.3179105713	0.885264342
867	0.3178524601	0.885264342
868	0.317724198	0.885264342
869	0.3176094593	0.885264342
870	0.3174968805	0.885264342
871	0.3174474677	0.885264342
872	0.3173790947	0.885264342
873	0.3172557007	0.885264342
874	0.3170889786	0.885264342
875	0.3170251483	0.885264342
876	0.3169131145	0.885264342
877	0.3167900211	0.885264342
878	0.3167637985	0.885264342
879	0.3166573913	0.885264342
880	0.3163825021	0.885264342
881	0.316273494	0.885264342
882	0.3161851807	0.8863892013
