iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FN	F1_TP+FP
851	267	293	267	340	267	340	293
852	267	293	267	340	267	340	293
853	267	293	267	340	267	340	293
854	267	293	267	340	267	340	293
855	267	293	267	340	267	340	293
856	267	293	267	340	267	340	293
857	267	293	267	340	267	340	293
858	267	293	267	340	267	340	293
859	267	294	267	340	267	340	294
860	267	294	267	340	267	340	294
861	267	294	267	340	267	340	294
862	267	294	267	340	267	340	294
863	267	295	267	340	267	340	295
864	267	295	267	340	267	340	295
865	267	295	267	340	267	340	295
866	267	295	267	340	267	340	295
867	267	295	267	340	267	340	295
868	267	295	267	340	267	340	295
869	267	295	267	340	267	340	295
870	268	296	268	340	268	340	296
871	268	296	268	340	268	340	296
872	268	296	268	340	268	340	296
873	268	295	268	340	268	340	295
874	268	296	268	340	268	340	296
875	268	296	268	340	268	340	296
876	268	296	268	340	268	340	296
877	268	296	268	340	268	340	296
878	268	295	268	340	268	340	295
879	268	296	268	340	268	340	296
880	268	294	268	340	268	340	294
881	268	295	268	340	268	340	295
882	267	293	267	340	267	340	293
883	268	294	268	340	268	340	294
884	267	293	267	340	267	340	293
885	267	294	267	340	267	340	294
886	267	294	267	340	267	340	294
887	267	294	267	340	267	340	294
888	267	294	267	340	267	340	294
889	267	294	267	340	267	340	294
890	268	295	268	340	268	340	295
891	268	296	268	340	268	340	296
892	268	296	268	340	268	340	296
893	268	296	268	340	268	340	296
894	268	296	268	340	268	340	296
895	268	296	268	340	268	340	296
896	268	296	268	340	268	340	296
897	268	295	268	340	268	340	295
898	268	295	268	340	268	340	295
899	268	295	268	340	268	340	295
900	268	295	268	340	268	340	295
901	268	295	268	340	268	340	295
902	268	295	268	340	268	340	295
903	268	295	268	340	268	340	295
904	268	295	268	340	268	340	295
905	268	295	268	340	268	340	295
906	268	295	268	340	268	340	295
907	268	295	268	340	268	340	295
908	268	296	268	340	268	340	296
909	268	296	268	340	268	340	296
910	268	296	268	340	268	340	296
911	268	296	268	340	268	340	296
912	268	295	268	340	268	340	295
913	268	295	268	340	268	340	295
914	267	293	267	340	267	340	293
915	268	294	268	340	268	340	294
916	268	294	268	340	268	340	294
917	268	294	268	340	268	340	294
918	268	295	268	340	268	340	295
919	268	295	268	340	268	340	295
920	268	294	268	340	268	340	294
921	268	294	268	340	268	340	294
922	268	294	268	340	268	340	294
923	268	294	268	340	268	340	294
924	267	293	267	340	267	340	293
925	267	293	267	340	267	340	293
926	267	293	267	340	267	340	293
927	268	294	268	340	268	340	294
928	268	294	268	340	268	340	294
929	268	294	268	340	268	340	294
930	267	293	267	340	267	340	293
931	268	295	268	340	268	340	295
932	268	293	268	340	268	340	293
933	268	293	268	340	268	340	293
934	268	293	268	340	268	340	293
935	268	293	268	340	268	340	293
936	267	292	267	340	267	340	292
937	267	292	267	340	267	340	292
938	267	292	267	340	267	340	292
939	267	292	267	340	267	340	292
940	267	293	267	340	267	340	293
941	267	293	267	340	267	340	293
942	267	293	267	340	267	340	293
943	267	293	267	340	267	340	293
944	267	293	267	340	267	340	293
945	267	293	267	340	267	340	293
946	267	293	267	340	267	340	293
947	267	293	267	340	267	340	293
948	267	293	267	340	267	340	293
949	267	293	267	340	267	340	293
950	267	293	267	340	267	340	293
951	266	292	266	340	266	340	292
952	266	292	266	340	266	340	292
953	266	292	266	340	266	340	292
954	266	292	266	340	266	340	292
955	266	292	266	340	266	340	292
956	266	292	266	340	266	340	292
957	266	292	266	340	266	340	292
958	266	292	266	340	266	340	292
959	266	292	266	340	266	340	292
960	266	292	266	340	266	340	292
961	266	292	266	340	266	340	292
962	266	292	266	340	266	340	292
963	266	292	266	340	266	340	292
964	266	292	266	340	266	340	292
965	266	292	266	340	266	340	292
966	266	292	266	340	266	340	292
967	266	292	266	340	266	340	292
968	266	291	266	340	266	340	291
969	266	291	266	340	266	340	291
970	266	291	266	340	266	340	291
971	266	291	266	340	266	340	291
972	266	291	266	340	266	340	291
973	266	291	266	340	266	340	291
974	266	291	266	340	266	340	291
975	266	291	266	340	266	340	291
976	266	291	266	340	266	340	291
977	266	291	266	340	266	340	291
978	266	291	266	340	266	340	291
979	266	291	266	340	266	340	291
980	266	291	266	340	266	340	291
981	266	291	266	340	266	340	291
982	266	291	266	340	266	340	291
983	266	291	266	340	266	340	291
984	266	291	266	340	266	340	291
985	266	291	266	340	266	340	291
986	266	292	266	340	266	340	292
987	266	291	266	340	266	340	291
988	266	291	266	340	266	340	291
989	266	292	266	340	266	340	292
990	266	291	266	340	266	340	291
991	266	291	266	340	266	340	291
992	266	292	266	340	266	340	292
993	266	292	266	340	266	340	292
994	266	292	266	340	266	340	292
995	266	292	266	340	266	340	292
996	266	292	266	340	266	340	292
997	266	292	266	340	266	340	292
998	266	292	266	340	266	340	292
999	266	292	266	340	266	340	292
