iter	Logloss	Accuracy
451	0.3721795407	0.84375
452	0.372129194	0.84375
453	0.3721217063	0.84375
454	0.3719827498	0.84375
455	0.3719610064	0.84375
456	0.3717960041	0.84375
457	0.3717944568	0.84375
458	0.3717780475	0.84375
459	0.3717524529	0.84375
460	0.3716993893	0.84375
461	0.3714890876	0.84375
462	0.371472108	0.84375
463	0.3714653996	0.84375
464	0.3713733105	0.84375
465	0.3713526788	0.84375
466	0.3713337537	0.84375
467	0.3710927927	0.845
468	0.3710411367	0.845
469	0.3709930298	0.845
470	0.3706816055	0.84625
471	0.3705309782	0.84625
472	0.3705243226	0.84625
473	0.370514554	0.84625
474	0.3704969733	0.84625
475	0.3704529695	0.845
476	0.370450945	0.845
477	0.3704441735	0.845
478	0.3703823092	0.84625
479	0.3702561944	0.84625
480	0.3701576236	0.84625
481	0.3699992989	0.84625
482	0.3699992849	0.84625
483	0.3699971225	0.84625
484	0.3698725505	0.84625
485	0.3696409705	0.84625
486	0.3696012976	0.84625
487	0.3695614347	0.84625
488	0.369324156	0.8475
489	0.3690776872	0.84625
490	0.3684206073	0.84625
491	0.3683630026	0.84625
492	0.3682151991	0.84625
493	0.3681880676	0.84625
494	0.3681880524	0.84625
495	0.3681094016	0.84625
496	0.3678295332	0.84625
497	0.3678212696	0.84625
498	0.3676662824	0.84625
499	0.3676609703	0.8475
500	0.3674893187	0.8475
501	0.3673802692	0.8475
502	0.3672438396	0.848755503	0.3671431322	0.848750504	0.3670252605	0.848504505	0.3665648812	0.855506	0.3663264526	0.85
507	0.3662722651	0.85
508	0.3662722427	0.85
509	0.3662677092	0.85
510	0.3661142288	0.85
511	0.3659092345	0.85
512	0.3654836946	0.85
513	0.3654492092	0.85
514	0.3654491818	0.85125
515	0.3653255863	0.85125
516	0.3653146043	0.85125
517	0.3651504347	0.85125
518	0.3649751387	0.85125
519	0.3649587349	0.85125
520	0.3649046351	0.85125
521	0.3647589406	0.85125
522	0.3645144482	0.8525
523	0.3644840048	0.8525
524	0.3641878936	0.8525
525	0.3638866832	0.8525
526	0.3637921467	0.8525
527	0.3637761948	0.8525
528	0.3637681011	0.8525
529	0.3637680687	0.8525
530	0.3636231349	0.8525
531	0.363460771	0.8525
532	0.3633171849	0.8525
533	0.3629711864	0.8525
534	0.362488949	0.8525
535	0.3623607516	0.8525
536	0.3620946533	0.85375
537	0.3619843579	0.85375
538	0.3618954577	0.85375
539	0.3618861519	0.85375
540	0.3617609565	0.85375
541	0.3616087413	0.853754542	0.3615608675	0.85542	543	0.361302894	0.8543	0544	0.3611273382	544	0.35545	0.361074775545	0.3549546	0.3609294546	0.354526547	0.36080547	0.35412647548	0.360548	0.3541014175549	0.3549	0.3539490086	0550	0550	0.3538280313	0.8551551	0.353734495	0.865
552	0.3536949371	0.865
553	0.3536244262	0.865
554	0.3535540579	0.865
555	0.3532975898	0.865
556	0.3529926343	0.865
557	0.3528850438	0.865
558	0.3526236065	0.865
559	0.3525549157	0.865
560	0.3524628192	0.865
561	0.3524353299	0.865
562	0.3524159984	0.865
563	0.3523742708	0.865
564	0.3522927819	0.865
565	0.3522429501	0.865
566	0.352095817	0.865
567	0.351956491	0.865
568	0.3515235859	0.865
569	0.3513496665	0.865
570	0.351248005	0.865
571	0.350998861	0.865
572	0.3509646567	0.865
573	0.3509003247	0.865
574	0.3506369902	0.865
575	0.3505550407	0.865
576	0.3501970992	0.865
577	0.3500918739	0.865
578	0.3498749713	0.865
579	0.3498170285	0.865
580	0.3497904473	0.865
581	0.3496055868	0.865
582	0.3495649442	0.865
583	0.3490349986	0.865
584	0.3489016237	0.865
585	0.3486063016	0.865
586	0.3485570605	0.865
587	0.3483661163	0.865
588	0.3480350858	0.865
589	0.3478022968	0.865
590	0.3474366239	0.865
591	0.3472615033	0.865
592	0.3471104925	0.865
593	0.3470060275	0.865
594	0.3468519583	0.865
595	0.3467650219	0.865
596	0.3466597564	0.865
597	0.3463523639	0.865
598	0.3462357975	0.865
599	0.3460023955	0.865
600	0.3459025594	0.865
601	0.3454909626	0.865
602	0.3453482876	0.865
603	0.345241156	0.865
604	0.3450380098	0.865
605	0.3449657183	0.865
606	0.3449561447	0.865
607	0.3448902408	0.865
608	0.3448172808	0.865
609	0.3447054035	0.865
610	0.3445438608	0.865
611	0.3443090199	0.86625
612	0.3441582547	0.86625
613	0.3439813417	0.86625
614	0.3437686551	0.86625
615	0.3430454692	0.86625
616	0.3427409119	0.86625
617	0.3425960192	0.86625
618	0.3423744979	0.86625
619	0.3422999734	0.86625
620	0.3419908139	0.86625
621	0.341901713	0.86625
622	0.3416519334	0.86625
623	0.3414157925	0.86625
624	0.3411959424	0.8675
625	0.3410279912	0.8675
626	0.3409287768	0.86625
627	0.3407826937	0.86625
628	0.3405323202	0.8675
629	0.3404818026	0.8675
630	0.3399338179	0.8675
631	0.3397045209	0.8675
632	0.3394710672	0.8675
633	0.3394073106	0.8675
634	0.3392338462	0.8675
635	0.3384346042	0.8675
636	0.3383836056	0.8675
637	0.338295276	0.8675
638	0.3382952127	0.8675
639	0.3382905691	0.8675
640	0.3382312324	0.8675
641	0.337619445	0.8675
642	0.3373036137	0.8675
643	0.337040379	0.8675
644	0.3367855651	0.8675
645	0.3366997828	0.8675
646	0.3363991193	0.86875
647	0.3362420253	0.8675
648	0.33590172	0.86875
649	0.3357466639	0.86875
650	0.3355707325	0.86875
651	0.3353601545	0.86875
652	0.3350544092	0.86875
653	0.334957093	0.86875
654	0.3349084763	0.86875
655	0.3344006041	0.86875
656	0.3342713955	0.86875
657	0.3341358354	0.86875
658	0.3340328068	0.86875
659	0.3338252834	0.86875
660	0.3334639313	0.86875
661	0.3333932708	0.86875
662	0.3333178631	0.86875
663	0.3332472257	0.87
664	0.3327430894	0.87125
665	0.3326813327	0.87125
666	0.3323745714	0.87125
667	0.3323387059	0.87125
668	0.3322728239	0.87125
669	0.3320469732	0.87125
670	0.3319816608	0.87125
671	0.3318295427	0.87125
672	0.331762421	0.87125
673	0.3316126623	0.87125
674	0.3313823366	0.87125
675	0.3312150026	0.87125
676	0.331067476	0.87125
677	0.3308340444	0.87125
678	0.3306805576	0.87125
679	0.3304361817	0.87125
680	0.3303382268	0.87125
681	0.3301931876	0.87125
682	0.3299474255	0.87125
683	0.3297931549	0.8725
684	0.3296915146	0.8725
685	0.3293901659	0.8725
686	0.3293323694	0.8725
687	0.3292118139	0.8725
688	0.3290315677	0.87375
689	0.3288991483	0.87375
690	0.3285829302	0.87375
691	0.3282398945	0.87375
692	0.3281930412	0.87375
693	0.327606441	0.87375
694	0.3272610329	0.875
695	0.3270969558	0.875
696	0.3270119591	0.875
697	0.3268819949	0.875
698	0.3267319952	0.875
699	0.3266613	0.875
700	0.3264045455	0.875
701	0.3261590508	0.875
702	0.3258948501	0.875
703	0.3256567727	0.875
704	0.3255075957	0.875
705	0.3253795435	0.875
706	0.3253649349	0.875
707	0.3251705589	0.875
708	0.3250448102	0.875
709	0.3248480962	0.875
710	0.3246966223	0.875
711	0.3246282209	0.875
712	0.3245181089	0.875
713	0.324505202	0.875
714	0.3241941758	0.875
715	0.3239719597	0.875
716	0.3239092777	0.875
717	0.3238227241	0.875
718	0.32372129	0.875
719	0.3232858745	0.87625
720	0.3231388997	0.875
721	0.3228739706	0.875
722	0.3227261433	0.875
723	0.3225659141	0.87625
724	0.3221777407	0.875
725	0.3218724084	0.875
726	0.3218106206	0.875
727	0.3215414	0.87625
728	0.3214512226	0.8775
729	0.3213845539	0.87875
730	0.3212471122	0.87875
731	0.3210753462	0.87875
732	0.3208514495	0.87875
733	0.3204795692	0.87875
734	0.320317319	0.87875
735	0.3200372029	0.87875
736	0.3199613656	0.87875
737	0.3197941472	0.87875
738	0.3197486155	0.87875
739	0.3195937194	0.87875
740	0.3193132756	0.88
741	0.3193032743	0.88
742	0.3192302294	0.88
743	0.318955359	0.88
744	0.3189064719	0.88
745	0.3187141758	0.88
746	0.3185329649	0.88
747	0.3183479904	0.88
748	0.3181431342	0.88
749	0.3178314436	0.88
750	0.317742376	0.88
751	0.3176468364	0.88
752	0.3175123778	0.88125
753	0.3174354561	0.88
754	0.3172358055	0.88125
755	0.3171402777	0.88125
756	0.3169344878	0.88125
757	0.3167078242	0.88125
758	0.3164205699	0.88125
759	0.3161866644	0.88125
760	0.3160775416	0.88125
761	0.315827473	0.88125
762	0.3156519171	0.88125
763	0.3154389883	0.88125
764	0.3153104517	0.88125
765	0.3152210787	0.88125
766	0.3151410292	0.88125
767	0.3149939694	0.88125
768	0.3148464556	0.88125
769	0.3145200896	0.88125
770	0.3142865683	0.88125
771	0.3140088464	0.88125
772	0.3138452057	0.88125
773	0.3137187529	0.88125
774	0.3136899789	0.88125
775	0.3136289735	0.88125
776	0.3135512266	0.88125
777	0.3133625341	0.88125
778	0.3133586314	0.88125
779	0.3131512403	0.88125
780	0.3131320987	0.88125
781	0.312944482	0.88125
782	0.3127258284	0.8825
783	0.3127257938	0.8825
784	0.3126233792	0.8825
785	0.3124945652	0.8825
786	0.3120390007	0.88375
787	0.3119599081	0.88375
788	0.3117903177	0.88375
789	0.3116691395	0.88375
790	0.3116372623	0.88375
791	0.3115943342	0.88375
792	0.3115417134	0.88375
793	0.3111189928	0.88375
794	0.3110599423	0.88375
795	0.3109805787	0.88375
796	0.3109186989	0.88375
797	0.31084579	0.88375
798	0.3106696377	0.88375
799	0.3106371691	0.88375
800	0.3103643215	0.88375
801	0.3102835506	0.88375
802	0.3100798053	0.88375
803	0.3100187142	0.88375
804	0.3099616908	0.88375
805	0.3094581445	0.88375
806	0.3092534341	0.88375
807	0.309174911	0.88375
808	0.3091477883	0.88375
809	0.3090732666	0.88375
810	0.3087726	0.88375
811	0.3085679458	0.88375
812	0.3084966467	0.88375
813	0.3080603241	0.885
814	0.3080360519	0.885
815	0.3079744844	0.885
816	0.3078012497	0.885
817	0.307751251	0.885
818	0.3076170581	0.885
819	0.3075494246	0.885
820	0.3073775418	0.885
821	0.3070662471	0.88375
822	0.3070066234	0.88375
823	0.3069771283	0.88375
824	0.3069341018	0.88375
825	0.3067347299	0.88375
826	0.3065530705	0.88375
827	0.3064490679	0.88375
828	0.3063469297	0.88375
829	0.3062676161	0.88375
830	0.3061874426	0.88375
831	0.3056770814	0.885
832	0.3054843099	0.885
833	0.3052153914	0.885
834	0.3050384123	0.885
835	0.3048294758	0.885
836	0.304728775	0.885
837	0.3045562663	0.88625
838	0.3044641483	0.88625
839	0.304359128	0.88625
840	0.3042708913	0.88625
841	0.3041409473	0.88625
842	0.3041022953	0.88625
843	0.3038363988	0.88625
844	0.3035161882	0.88625
845	0.3031845035	0.88625
846	0.3030700503	0.88625
847	0.3029082791	0.88625
848	0.3027517102	0.88625
849	0.3027407738	0.88625
850	0.3023984531	0.88625
851	0.3022602074	0.88625
852	0.3020670938	0.8875
853	0.3020506416	0.8875
854	0.3019732836	0.88625
855	0.3019061475	0.88625
856	0.3018408043	0.88625
857	0.3017336621	0.8875
858	0.3015253022	0.8875
859	0.3013191575	0.8875
860	0.3012678429	0.8875
861	0.3012121715	0.8875
862	0.3011585215	0.8875
863	0.3011075695	0.8875
864	0.3010020865	0.8875
865	0.3006925975	0.8875
866	0.300401617	0.8875
867	0.3003351575	0.8875
868	0.3001955938	0.8875
869	0.3001093714	0.8875
870	0.3000661952	0.8875
871	0.2997951703	0.8875
872	0.2995530779	0.8875
873	0.2992993403	0.88875
874	0.2992739124	0.88875
875	0.2989187577	0.88875
876	0.2988999691	0.88875
877	0.298712999	0.88875
878	0.2986762173	0.88875
879	0.2985866667	0.88875
880	0.298473708	0.88875
881	0.2984287345	0.88875
882	0.2983671657	0.88875
883	0.2982090717	0.88875
884	0.2981407261	0.88875
885	0.2980984051	0.88875
886	0.2980504687	0.88875
887	0.2979624173	0.88875
888	0.2978168357	0.88875
889	0.2977974047	0.88875
890	0.2977681317	0.88875
891	0.2976221816	0.88875
892	0.2975338411	0.88875
893	0.2974942695	0.88875
894	0.2974724441	0.88875
895	0.2973676617	0.88875
896	0.2970577889	0.88875
897	0.2969016115	0.88875
898	0.2968605293	0.88875
899	0.2966615804	0.88875
900	0.2965093011	0.88875
901	0.2964153407	0.88875
902	0.2962627977	0.88875
903	0.2961273025	0.88875
904	0.2959470447	0.88875
905	0.2958571383	0.88875
906	0.2958397749	0.88875
907	0.2957759508	0.88875
908	0.2957078225	0.88875
909	0.2956456612	0.88875
910	0.2955762263	0.88875
911	0.2954785357	0.88875
912	0.2953932903	0.88875
913	0.29534465	0.88875
914	0.2952700498	0.88875
915	0.2951279865	0.88875
916	0.2949053316	0.88875
917	0.2945860128	0.88875
918	0.2944584431	0.88875
919	0.2943840734	0.88875
920	0.2943312178	0.88875
921	0.2942269077	0.88875
922	0.2941792344	0.88875
923	0.2939051973	0.89
924	0.2938891786	0.89
925	0.2938499251	0.89
926	0.2936828005	0.89
927	0.2935350901	0.89
928	0.2934788482	0.89
929	0.2932259397	0.89
930	0.2929166057	0.89
931	0.2928615763	0.89
932	0.2927933813	0.89
933	0.2926625229	0.89
934	0.2926285768	0.89
935	0.2924308863	0.89
936	0.2923654124	0.89
937	0.292288843	0.89
938	0.2920730084	0.89
939	0.2918904308	0.89
940	0.2918670394	0.89
941	0.2917328362	0.89
942	0.2915001588	0.89
943	0.291387827	0.89
944	0.2912438473	0.89
945	0.2911746557	0.89
946	0.2909752657	0.89
947	0.2909279659	0.89
948	0.2907897709	0.89
949	0.2905133001	0.89
950	0.2903889048	0.89
951	0.2902573634	0.89
952	0.2901856363	0.89
953	0.2900764084	0.89
954	0.2899067174	0.89
955	0.2897548289	0.89
956	0.289625631	0.89
957	0.2895539557	0.89
958	0.2894249377	0.89
959	0.2893408835	0.89
960	0.2893248309	0.89
961	0.2892554351	0.89
962	0.2891111453	0.89
963	0.2890870711	0.89
964	0.2890660902	0.89
965	0.2889785604	0.89
966	0.2889512937	0.89
967	0.288937414	0.89
968	0.2888715181	0.89
969	0.2888466815	0.89
970	0.288689094	0.89
971	0.2886267031	0.89
972	0.2885939344	0.89
973	0.2885141169	0.89
974	0.2883534955	0.89
975	0.2882739273	0.89
976	0.2882532587	0.89
977	0.2881569152	0.89
978	0.2879382504	0.89
979	0.2877606365	0.89
980	0.2876409493	0.89
981	0.2874781859	0.89
982	0.287406819	0.89
983	0.2873855423	0.89
984	0.2873013772	0.89
985	0.2872772582	0.89
986	0.2871579008	0.89
987	0.2871036725	0.89
988	0.2868984672	0.88875
989	0.2868377904	0.88875
990	0.2867672545	0.88875
991	0.2865370409	0.89
992	0.2862908567	0.89
993	0.2862587901	0.89
994	0.2861620398	0.89
995	0.2860590452	0.89
996	0.2859680582	0.89
997	0.2857235607	0.89
998	0.2856226878	0.89
999	0.2856144507	0.89
94891	0.8875
994	0.2963114154	0.88875
995	0.2962180462	0.88875
996	0.2959704373	0.88875
997	0.295934703	0.88875
998	0.2958231071	0.8875
999	0.2957428238	0.8875
2	0.89625
998	0.3032586924	0.89625
999	0.3031991614	0.89625
999	0.3255466148	0.88
	0.3222830426	0.89125
8	0.3160462749	0.8925
999	0.3157567481	0.89125

996	0.2971448233	0.895
997	0.2970979896	0.895
998	0.2969306393	0.895
999	0.2968710679	0.895
89125
997	0.2967295253	0.89125
998	0.2965202498	0.89125
999	0.2964969513	0.8925
65028	0.8813982522
814	0.3394727663	0.8813982522
815	0.3393943343	0.8813982522
816	0.3392955563	0.8813982522
817	0.3391498664	0.8813982522
818	0.3390630142	0.8813982522
819	0.3389299505	0.8813982522
820	0.3387503618	0.8813982522
821	0.338701418	0.8813982522
822	0.3385795642	0.8813982522
823	0.3384749442	0.8813982522
824	0.3383982406	0.8813982522
825	0.3383279426	0.8813982522
826	0.3382670837	0.8813982522
827	0.3380864987	0.8813982522
828	0.3379425539	0.8813982522
829	0.3378748009	0.8813982522
830	0.337832331	0.8813982522
831	0.3377748087	0.8813982522
832	0.337684051	0.8813982522
